Molecule_Name,inchikey,repeat_0,repeat_1,repeat_2,repeat_3,repeat_4
OCNT-2317221,CVTSUVYINOOTTN-UHFFFAOYSA-N,3,1,0,2,0
OCNT-2317222,AJDPYTIBXFXLJL-UHFFFAOYSA-N,1,1,3,2,4
OCNT-2317227,PUJGNFDSNPSMAP-UHFFFAOYSA-N,1,3,4,2,1
OCNT-2317229,VWJTXFVOSPBHEE-UHFFFAOYSA-N,2,1,2,4,2
OCNT-2317231,ALYCGUXUHDZSAE-UHFFFAOYSA-N,1,1,4,1,2
OCNT-2317238,BSZJGUYIKNYVHK-FQEVSTJZSA-N,1,2,2,0,4
OCNT-2317246,IPAKMHNGINFDBK-UHFFFAOYSA-N,2,1,1,2,1
OCNT-2317249,QOACIIMPIYRKBZ-HQJQHLMTSA-N,3,3,2,1,2
OCNT-2317252,UTTDKKQDHATASO-UHFFFAOYSA-N,0,4,2,3,4
OCNT-2317253,HWVNCPZEOLHWHL-UHFFFAOYSA-N,3,3,3,2,3
OCNT-2317255,USPKRHIRDZZKOT-UHFFFAOYSA-N,3,2,0,3,1
OCNT-2317261,FUNYNROMNNKPCR-UHFFFAOYSA-N,2,0,3,3,1
OCNT-2317262,VGNQIMMCTUMWFN-UHFFFAOYSA-N,1,4,0,2,1
OCNT-2317263,GZGKRCBJVUVISK-UHFFFAOYSA-N,0,4,3,0,3
OCNT-2317265,VRHLCRQRRJHCMR-UHFFFAOYSA-N,3,2,0,0,2
OCNT-2317269,WXCRTIKIKRXSBU-UHFFFAOYSA-N,2,1,3,2,0
OCNT-2317271,WCBCFJYHOKJAIB-UHFFFAOYSA-N,3,4,0,2,2
OCNT-2317273,WTTPTXHWBCVSAE-UHFFFAOYSA-N,4,3,2,1,2
OCNT-2317274,HLXMYRZADABLCC-MYFVLZFPSA-N,1,2,0,4,2
OCNT-2317275,NDUSXQDVIMTNBB-LBPRGKRZSA-N,3,4,4,3,1
OCNT-2317276,JQZAFNAQPXWADF-UHFFFAOYSA-N,3,0,1,1,4
OCNT-2317279,RFMYSKWZLOVNEH-UHFFFAOYSA-N,3,2,3,0,1
OCNT-2317280,OMQDGDIDGWFKFW-UHFFFAOYSA-N,3,3,0,1,0
OCNT-2317281,RFABKPISPKENOC-UHFFFAOYSA-N,0,1,2,1,3
OCNT-2317282,WYQJUGXXFFDBFP-UHFFFAOYSA-N,0,4,2,0,3
OCNT-2317285,ZYGIEWYSBUXBOA-UHFFFAOYSA-N,0,2,2,0,3
OCNT-2317286,DOEHPOBMCJZKBX-UHFFFAOYSA-N,4,1,1,1,0
OCNT-2317287,UUFHNYNQRWPZDA-UHFFFAOYSA-N,4,4,2,0,2
OCNT-2317295,LWUJMSUADQVSHD-UHFFFAOYSA-N,0,3,1,1,4
OCNT-2317297,UWTYAVHPESHLAS-UHFFFAOYSA-N,3,0,4,4,3
OCNT-2317298,QWFQNYHSELKKOS-UHFFFAOYSA-N,2,2,0,2,2
OCNT-2317299,BVPHHBFWKHDYCH-UHFFFAOYSA-N,1,1,4,3,2
OCNT-2317300,OLYONISXYQGNEZ-UHFFFAOYSA-N,1,0,1,3,4
OCNT-2317304,SRFVAGNRRYKDGA-UHFFFAOYSA-N,4,0,0,1,2
OCNT-2317309,LZQAFLPETYBFPI-UHFFFAOYSA-N,4,2,4,4,2
OCNT-2317310,WKMGPADAQPGUEE-UHFFFAOYSA-N,4,2,2,1,3
OCNT-2317311,VGDNMAYUMWEAGA-UHFFFAOYSA-N,1,3,1,0,2
OCNT-2317312,CHCGUHABIIOQCU-UHFFFAOYSA-N,1,2,1,2,4
OCNT-2317314,MQFIOQIKCJYFPV-UHFFFAOYSA-N,3,2,0,2,2
OCNT-2317316,HXTZWUVDAMAHMH-UHFFFAOYSA-N,0,2,2,1,1
OCNT-2317321,ACFHZNABOQWISD-UHFFFAOYSA-N,2,3,2,3,3
OCNT-2317322,ZKVGBLBBQKWWIT-UHFFFAOYSA-N,1,2,2,4,4
OCNT-2317323,KUUWYEPQQQTPPJ-UHFFFAOYSA-N,1,1,0,0,4
OCNT-2317326,HZCMYVGOGDKMPW-UHFFFAOYSA-N,3,0,0,0,4
OCNT-2317327,ZRPRENNLQPUIDE-UHFFFAOYSA-N,1,1,3,4,4
OCNT-2317331,JQXBWGKXKGRNEM-UHFFFAOYSA-N,0,3,3,0,3
OCNT-2317332,PRSDXVJJQHSIEU-UHFFFAOYSA-N,1,2,2,0,1
OCNT-2317336,IYFKXPDEYBZAMI-UHFFFAOYSA-N,1,3,3,0,1
OCNT-2317337,BQCLOPRHTTXRHS-UHFFFAOYSA-N,1,1,0,3,0
OCNT-2317338,LUIQXOKUNHJUSI-UHFFFAOYSA-N,0,1,4,2,1
OCNT-2317340,UBQFGIHFQCAKOP-UHFFFAOYSA-N,0,2,1,2,2
OCNT-2317342,OXQOXOPGCWVLSN-UHFFFAOYSA-N,1,1,3,4,4
OCNT-2317343,HRTFIXQBSWEECU-UHFFFAOYSA-N,2,0,1,0,1
OCNT-2317344,KLPAEUWMZVVNNT-UHFFFAOYSA-N,1,2,4,0,3
OCNT-2317345,XBWYDJLBZXBPSD-UHFFFAOYSA-N,3,1,1,2,4
OCNT-2317346,GWBBYACWVZJDHF-UHFFFAOYSA-N,0,0,2,1,2
OCNT-2317347,BYQXMJFFQMJEPC-UHFFFAOYSA-N,0,2,1,1,0
OCNT-2317349,JLHUMJNCGJZPJK-UHFFFAOYSA-N,3,3,3,4,2
OCNT-2317350,ZSZXTJMURYXMSU-UHFFFAOYSA-N,1,3,3,3,1
OCNT-2317353,UMFKELBOCYOCOS-NEPJUHHUSA-N,3,0,1,2,4
OCNT-2317357,XIXFABYYLNRSBJ-UHFFFAOYSA-N,1,0,4,2,3
OCNT-2317360,ZNVAMOPQLIAHRK-UHFFFAOYSA-N,1,2,2,2,4
OCNT-2317361,GRIDBZHPCALFNO-UHFFFAOYSA-N,4,4,1,0,4
OCNT-2317363,BJXMAUKDMFDOBJ-UHFFFAOYSA-N,0,2,1,1,3
OCNT-2317366,HAXWJABKHZJNKI-UHFFFAOYSA-N,2,1,0,1,0
OCNT-2317368,INKIPGZBLPASRD-UHFFFAOYSA-N,4,1,3,2,2
OCNT-2317371,CUVAJSKCMRNYEU-UHFFFAOYSA-N,1,3,1,2,1
OCNT-2317373,SJOPTGZVYIXMBV-UHFFFAOYSA-N,4,0,2,3,1
OCNT-2317382,QEZJQBRKHCJOPM-LSLKUGRBSA-N,3,0,0,0,3
OCNT-2317383,BUTJNGRPSPFCFA-UHFFFAOYSA-N,3,2,1,4,2
OCNT-2317384,KZLWSNCKUFFORA-UHFFFAOYSA-N,3,3,3,0,4
OCNT-2317386,DLRFNZBVVYAGCE-UHFFFAOYSA-N,0,4,1,1,3
OCNT-2317388,ZDGTVXDBPFDLNV-UHFFFAOYSA-N,1,4,1,2,2
OCNT-2317389,YXIMONIVDSGNAS-UHFFFAOYSA-N,3,2,4,2,0
OCNT-2317392,UDJAZLLDDHQHPN-QWHCGFSZSA-N,2,2,1,4,4
OCNT-2317394,CAXCKSHZGGCADW-UHFFFAOYSA-N,1,1,1,4,3
OCNT-2317395,PJFOLGNBSMWTRW-UHFFFAOYSA-N,3,1,4,3,2
OCNT-2317398,AVNGUBYGKYOLIF-UHFFFAOYSA-N,4,1,3,1,2
OCNT-2317401,CRBCKZAIQRIHIF-UHFFFAOYSA-N,2,3,4,2,3
OCNT-2317402,LSCSEDPTRFTUBY-UHFFFAOYSA-N,3,0,1,3,0
OCNT-2317403,RUIUOFAPPJHIQX-UHFFFAOYSA-N,3,2,4,1,0
OCNT-2317404,PETCYDQNHWMCQW-UHFFFAOYSA-N,3,2,2,2,1
OCNT-2317408,BKUOWEPFMBBEIG-UHFFFAOYSA-N,2,3,1,4,2
OCNT-2317409,QXDPSJGGLMPYEN-UHFFFAOYSA-N,3,1,4,4,4
OCNT-2317413,ZLXNFRDOAYUYFO-UHFFFAOYSA-N,4,0,1,2,0
OCNT-2317414,CXNMRZLIFZOQQP-UHFFFAOYSA-N,3,1,4,0,2
OCNT-2317417,UOJGMMZGRJXRSE-UHFFFAOYSA-N,4,3,2,4,0
OCNT-2317418,HBGRIMGVLDOSAX-OAHLLOKOSA-N,2,0,3,0,0
OCNT-2317420,JFMGQFRSTYRPRU-UHFFFAOYSA-N,3,0,2,0,2
OCNT-2317424,HHYMJVBGEXOJQQ-UHFFFAOYSA-N,1,1,2,2,3
OCNT-2317425,LKGSYBQTYLCCQP-UHFFFAOYSA-N,3,1,0,4,2
OCNT-2317432,NHRIDECXOSPLOY-UHFFFAOYSA-N,3,1,0,0,1
OCNT-2317433,SBIAXXQWMAAPEZ-UHFFFAOYSA-N,2,2,2,1,0
OCNT-2317434,VDNOHDVADQZRIC-UHFFFAOYSA-N,2,3,1,4,0
OCNT-2317441,GAKRGWAPRJAYRP-UHFFFAOYSA-N,3,3,1,3,2
OCNT-2317442,TZIWCXVMUKKAHY-UHFFFAOYSA-N,2,0,3,1,0
OCNT-2317444,SUMORXNSUMGBLX-UHFFFAOYSA-N,2,3,0,1,1
OCNT-2317446,LUSTVCBFDWUOOY-UHFFFAOYSA-N,2,2,2,3,3
OCNT-2317449,WPIPWESKVFABQC-UHFFFAOYSA-N,0,0,3,3,4
OCNT-2317450,XQJWRASPVXYWPR-UHFFFAOYSA-N,4,3,3,0,0
OCNT-2317452,ZGWQAVUHFTXTOT-UHFFFAOYSA-N,2,3,0,1,2
OCNT-2317454,SQHFQMIXPHWDAZ-UHFFFAOYSA-N,3,0,1,1,0
OCNT-2317457,MOSOFALFTKWGNN-UHFFFAOYSA-N,3,3,1,4,1
OCNT-2317458,VJVGJIVCJVERKD-UHFFFAOYSA-N,4,2,1,3,3
OCNT-2317460,JRCOIWYNGLKBGT-UHFFFAOYSA-N,3,2,4,3,4
OCNT-2317464,FZHUXKDGAINVGT-UHFFFAOYSA-N,3,4,1,0,2
OCNT-2317465,UKUKUKSSBCDKHZ-UHFFFAOYSA-N,3,3,2,2,2
OCNT-2317466,PGQAOXULUGTBQC-UHFFFAOYSA-N,2,3,0,2,4
OCNT-2317467,HAUTWPJDAGPWES-UHFFFAOYSA-N,1,2,4,0,4
OCNT-2317469,IWAJYMRNLRUHJH-STQMWFEESA-N,4,3,0,0,2
OCNT-2317470,HUCPMSPYTPCDKA-UHFFFAOYSA-N,2,2,1,3,0
OCNT-2317471,GJXZQMFHDZQUFG-STQMWFEESA-N,0,1,2,1,4
OCNT-2317472,KCRVSGJRJSNJCF-UHFFFAOYSA-N,3,4,0,0,4
OCNT-2317476,YKCSTTVXHKLLAP-UHFFFAOYSA-N,4,1,0,1,0
OCNT-2317479,XMHOMOLOQMUQMW-UHFFFAOYSA-N,1,1,3,0,4
OCNT-2317482,KZWJVGASKGBLKC-XJKSGUPXSA-N,1,2,1,2,1
OCNT-2317486,QRKNEGILCRXQDE-UHFFFAOYSA-N,3,1,2,3,3
OCNT-2317489,CUSBTFHXMONDMJ-UHFFFAOYSA-N,1,0,0,3,0
OCNT-2317493,DOLLPRXGPWPBSF-UHFFFAOYSA-N,0,1,3,1,4
OCNT-2317498,QXVOLVUYUUILGN-UHFFFAOYSA-N,1,3,2,4,3
OCNT-2317503,ABBUBQXARKWOMA-UHFFFAOYSA-N,4,2,2,4,1
OCNT-2317504,DOAQIMHBTYEUKO-UHFFFAOYSA-N,2,3,1,2,1
OCNT-2317505,NHUSIRABIVGDSH-UHFFFAOYSA-N,0,3,2,4,1
OCNT-2317506,PNSPQKNLVSUYFM-UHFFFAOYSA-N,3,4,2,3,2
OCNT-2317510,BJZXTDVCVLILQJ-UHFFFAOYSA-N,2,4,3,3,2
OCNT-2317512,RBHWHOHULGCWMO-UHFFFAOYSA-N,4,4,2,1,1
OCNT-2317513,DUTUEFFLBQSBRW-UHFFFAOYSA-N,4,0,3,1,3
OCNT-2317519,IRBOCZQLHSNZNB-UHFFFAOYSA-N,4,0,1,1,3
OCNT-2317520,LTUCBBUWUBLJCT-UHFFFAOYSA-N,0,3,3,0,4
OCNT-2317521,VCCHGKDAEXTHKW-UHFFFAOYSA-N,0,0,0,0,0
OCNT-2317530,SSWUFYBXSQSZTP-UHFFFAOYSA-N,2,2,0,3,1
OCNT-2317533,MGOHCICCVHEFCY-UHFFFAOYSA-N,2,3,4,4,3
OCNT-2317535,FPQLPMFMDAJUKN-KDOFPFPSSA-N,2,3,1,0,3
OCNT-2317536,LKTDMFRMVOXKKC-UHFFFAOYSA-N,4,1,0,1,1
OCNT-2317538,UPXGGHRKRPLSDF-UHFFFAOYSA-N,4,4,4,3,1
OCNT-2317551,PCJHUPIJSIFEML-KPMSDPLLSA-N,2,1,2,0,3
OCNT-2317552,APLGRJRASYSBPU-UHFFFAOYSA-N,4,3,4,4,0
OCNT-2317569,ZPLLAQGJBQQYMB-UHFFFAOYSA-N,1,4,4,4,1
OCNT-2317570,YKJMLSDPNOJKOB-UHFFFAOYSA-N,4,4,2,3,2
OCNT-2317571,FJYLSGJFHBGEQX-UHFFFAOYSA-N,3,2,2,1,2
OCNT-2317577,RPUPJYABVMMEOG-UHFFFAOYSA-N,3,1,1,0,1
OCNT-2317579,FZWZFBPQVLYBIU-UHFFFAOYSA-N,2,1,4,2,4
OCNT-2317584,JKRIYLHNKNNCLI-UHFFFAOYSA-N,2,0,2,0,2
OCNT-2317589,PIDYXGYPPPDVSK-UHFFFAOYSA-N,0,1,0,0,1
OCNT-2317592,GVRNGMTUEFDGRL-UHFFFAOYSA-N,3,0,3,2,4
OCNT-2317594,JDZUJZMKUYOOOX-UHFFFAOYSA-N,2,2,0,2,2
OCNT-2317596,IQOXVLHWYXWUMN-UHFFFAOYSA-N,4,3,2,0,2
OCNT-2317597,BRLQLLYRNCGYQA-UHFFFAOYSA-N,0,4,4,3,1
OCNT-2317599,ANIYYIHUSYIHTA-QGZVFWFLSA-N,3,4,0,1,1
OCNT-2317600,POFHNBYWRJBGAM-UHFFFAOYSA-N,2,2,1,0,4
OCNT-2317601,PTZLOFTYVKXQRY-CHWSQXEVSA-N,2,2,0,4,2
OCNT-2317602,NUTZUNBKQQVLBS-UHFFFAOYSA-N,1,0,4,4,2
OCNT-2317604,CEWDQEGZUQAZAM-UHFFFAOYSA-N,4,1,0,1,2
OCNT-2317607,ZXDAYOIUCMOFIM-AWKYBWMHSA-N,4,2,1,1,4
OCNT-2317609,LAHOEQWHOHUDPV-XPUUQOCRSA-N,0,4,3,3,2
OCNT-2317611,MMRSODJOUOFFMA-UHFFFAOYSA-N,3,3,4,3,1
OCNT-2317612,DHKHRLZTFOSRLN-UHFFFAOYSA-N,4,3,1,3,4
OCNT-2317620,VGUYAGDDPQYEDR-UHFFFAOYSA-N,4,3,2,4,1
OCNT-2317624,JERUGZGTUIAMNX-UHFFFAOYSA-N,2,1,3,3,1
OCNT-2317625,FDCHJYMTWLORCR-UHFFFAOYSA-N,4,3,2,2,3
OCNT-2317626,DLBAMDGUUSBSOH-UHFFFAOYSA-N,2,1,4,0,1
OCNT-2317628,JVPYFHHRFAYIRG-UHFFFAOYSA-N,2,0,1,1,0
OCNT-2317632,IQAHQNXPPGWENP-UHFFFAOYSA-N,4,0,4,1,3
OCNT-2317633,AVDVFOWUFZTAOA-UHFFFAOYSA-N,1,2,4,4,1
OCNT-2317634,DKVUIXXQGCNCLH-UHFFFAOYSA-N,3,3,0,3,3
OCNT-2317635,XALPLORUAMLDDO-UHFFFAOYSA-N,4,1,4,4,1
OCNT-2317641,MWBQPWYUYIBGDJ-UHFFFAOYSA-N,0,0,0,2,2
OCNT-2317646,SVQWAVSVLIDPKU-UHFFFAOYSA-N,4,1,1,0,1
OCNT-2317648,SNUBXADCEKLBES-YTYFACEESA-N,3,0,1,1,1
OCNT-2317650,VCLINRZEUQBSMV-UHFFFAOYSA-N,3,3,3,2,4
OCNT-2317652,NHGQLNVVVOVPGH-UHFFFAOYSA-N,1,4,0,4,3
OCNT-2317654,YPMXQDDNHLQSDB-UHFFFAOYSA-N,0,2,0,4,1
OCNT-2317655,PPBPKFPLNHJZQP-UHFFFAOYSA-N,0,3,1,3,3
OCNT-2317662,IAKDXTQWRJADOV-UHFFFAOYSA-N,2,4,2,2,2
OCNT-2317664,HITSAYDWTCMEDP-UHFFFAOYSA-N,1,0,2,3,0
OCNT-2317666,QMSJBRPWYZGZAW-UHFFFAOYSA-N,1,2,4,3,1
OCNT-2317667,XFLKWYMYPBGZDG-UHFFFAOYSA-N,0,4,3,2,1
OCNT-2317668,LNBBIANUWQLMSS-UHFFFAOYSA-N,2,0,3,3,2
OCNT-2317671,TVFLKHRRTFZHMJ-UHFFFAOYSA-N,0,1,3,4,1
OCNT-2317673,GFMXIBGNFZXSSH-AWEZNQCLSA-N,0,4,2,4,0
OCNT-2317680,QHQNTFZKCTTXKG-UHFFFAOYSA-N,3,3,4,1,0
OCNT-2317681,GEOKSNFMIXLLLK-UHFFFAOYSA-N,4,4,3,3,0
OCNT-2317682,OOGLWWUFNCINGL-UHFFFAOYSA-N,2,4,2,1,1
OCNT-2317684,VFIJEZMQDWSIAC-UHFFFAOYSA-N,1,4,3,3,0
OCNT-2317688,ADCRROSQMSVSQW-UHFFFAOYSA-N,1,1,4,1,2
OCNT-2317689,OHZIROHEARSYFY-UHFFFAOYSA-N,1,3,3,2,2
OCNT-2317690,NTFPMYZCRLAQNU-UHFFFAOYSA-N,0,1,0,1,4
OCNT-2317693,KSEBSDIEVDZEHK-UHFFFAOYSA-N,4,4,3,2,4
OCNT-2317694,CBIVENONDKZUJJ-UHFFFAOYSA-N,4,2,4,1,1
OCNT-2317695,YWTPNKPDCCKUED-UHFFFAOYSA-N,2,3,0,1,1
OCNT-2317700,CUIUJEZMVSDZBS-UHFFFAOYSA-N,1,3,1,1,0
OCNT-2317705,JXXQXVLGNNHRES-TUOGLVOQSA-N,1,2,3,1,4
OCNT-2317709,ZASXBZMCENLZOS-UHFFFAOYSA-N,1,2,3,3,0
OCNT-2317711,ICLQWWBFFSMTFG-UHFFFAOYSA-N,2,3,2,3,2
OCNT-2317716,RITCSYSYZUPRHB-UHFFFAOYSA-N,2,1,2,0,3
OCNT-2317717,NCTLRULTXWYPMC-UHFFFAOYSA-N,0,1,2,1,0
OCNT-2317719,IWFPOYLMDJDZHA-CYBMUJFWSA-N,0,4,1,2,3
OCNT-2317724,HIHOVKJKGDLVNZ-UHFFFAOYSA-N,3,0,3,2,4
OCNT-2317729,LLIYVPBUDHJWHF-KSSFIOAISA-N,3,0,2,2,3
OCNT-2317730,RHPDMWWOYAMIHK-UHFFFAOYSA-N,2,4,3,0,3
OCNT-2317736,AHDYMGFGNKYMDZ-UHFFFAOYSA-N,2,2,4,0,0
OCNT-2317738,ZSNITEJMAJILMZ-UHFFFAOYSA-N,0,3,4,3,3
OCNT-2317740,XXJDENWSASSCJJ-UHFFFAOYSA-N,4,0,4,2,3
OCNT-2317742,CPCDVMLNSRROIT-UHFFFAOYSA-N,1,0,2,2,3
OCNT-2317749,RXKVFHONEONTJU-UHFFFAOYSA-N,0,4,0,0,2
OCNT-2317750,BLSSOUSOURPNPD-UHFFFAOYSA-N,0,1,0,2,4
OCNT-2317753,WDXHGUYZWPUCKF-UHFFFAOYSA-N,2,3,4,2,3
OCNT-2317758,WDWGJHDJADSHBE-UHFFFAOYSA-N,3,0,3,2,4
OCNT-2317759,ICXOEPXQNDEKMJ-DLBZAZTESA-N,4,3,2,1,3
OCNT-2317761,JMXRCYKGNHZSPJ-UHFFFAOYSA-N,0,1,0,2,0
OCNT-2317762,YOAQHNSVDHIMRD-UHFFFAOYSA-N,0,4,3,0,2
OCNT-2317763,HSPNXVLQOZWOIZ-ZJPCWUBNSA-N,3,0,1,2,4
OCNT-2317764,IQOIRCGJHMFYFT-UHFFFAOYSA-N,2,2,0,0,1
OCNT-2317767,AUZSUYFMOUDHNG-UHFFFAOYSA-N,4,4,2,3,2
OCNT-2317779,UTVMBTFIKFHTPC-UHFFFAOYSA-N,3,2,1,4,0
OCNT-2317783,QBYDWUJJEQGRNB-KZUDCZAMSA-N,1,1,4,4,1
OCNT-2317789,RPMBYTWWNQIVRU-UHFFFAOYSA-N,1,1,0,2,4
OCNT-2317790,DMGASOLXOZBSNF-UHFFFAOYSA-N,3,1,2,4,0
OCNT-2317796,OJEODUWXYRVZBW-UHFFFAOYSA-N,2,3,3,4,0
OCNT-2317801,OZJYXGCMCULAMN-UHFFFAOYSA-N,1,2,0,2,0
OCNT-2317807,YYSDCSCFHCRZAY-UHFFFAOYSA-N,2,2,2,4,0
OCNT-2317809,VVXPMCBSWLQVDB-UHFFFAOYSA-N,1,2,1,3,0
OCNT-2317811,RDGKSCRDHZDING-UHFFFAOYSA-N,0,1,3,1,0
OCNT-2317813,OVLHSAROUBUOGS-UHFFFAOYSA-N,0,0,3,4,3
OCNT-2317815,UZEUGOLWNTWXEE-UHFFFAOYSA-N,3,0,4,4,1
OCNT-2317816,ZUXHJBLTLBPRJR-QZTJIDSGSA-N,3,2,1,1,1
OCNT-2317817,UVABLWOGWOASBG-UHFFFAOYSA-N,3,4,2,3,2
OCNT-2317818,CPILBGUKHQTHAL-UHFFFAOYSA-N,0,2,3,1,4
OCNT-2317821,FDQLURLBRFGFSN-UHFFFAOYSA-N,1,2,3,2,4
OCNT-2317822,OHGMMNADIQFRMU-UHFFFAOYSA-N,1,3,3,2,3
OCNT-2317824,NNZAGOJYJAKWCX-UHFFFAOYSA-N,4,2,0,0,3
OCNT-2317825,XFRGQYSUPVPPGH-UHFFFAOYSA-N,1,1,0,4,2
OCNT-2317826,ZXAVAZCKQBLZHS-UHFFFAOYSA-N,1,0,1,2,0
OCNT-2317829,LUHAPWCCZJSEOG-UHFFFAOYSA-N,4,1,0,1,0
OCNT-2317832,OTSKWPLKWNHXNG-UHFFFAOYSA-N,0,1,2,3,2
OCNT-2317840,RSNMLBQSSNNKTC-UWJYYQICSA-N,1,3,0,3,0
OCNT-2317841,VQFKXIXXWKFPFJ-UHFFFAOYSA-N,2,0,4,2,4
OCNT-2317842,DMCXXMKECMKRRT-UHFFFAOYSA-N,4,4,2,0,0
OCNT-2317846,UTVVBMSWJXFZIO-UHFFFAOYSA-N,0,3,1,0,0
OCNT-2317849,IIUWTIDUTPMPIX-UHFFFAOYSA-N,2,1,3,0,1
OCNT-2317850,XQVPIOJFRTWXGM-UHFFFAOYSA-N,4,3,1,3,1
OCNT-2317854,RPFCFLHFKIGAHY-UHFFFAOYSA-N,4,3,4,4,3
OCNT-2317857,NFMYTZKQSKYEAL-UHFFFAOYSA-N,3,2,1,2,1
OCNT-2317860,BDZAPJZYPBDZIC-UHFFFAOYSA-N,3,2,4,4,4
OCNT-2317862,MWOVXDDIBYKEAQ-UHFFFAOYSA-N,4,4,0,4,1
OCNT-2317864,SEHXKWXUVBWHEP-UHFFFAOYSA-N,1,0,4,4,4
OCNT-2317866,IZTKMBZGNDQRAV-UHFFFAOYSA-N,2,2,4,4,4
OCNT-2317868,LAFOGORSVWQSJI-UHFFFAOYSA-N,0,1,0,2,2
OCNT-2317870,SZWIAWLUABGOBA-UHFFFAOYSA-N,3,1,4,0,3
OCNT-2317872,AJOYKRHCFAMXBV-UKRRQHHQSA-N,2,3,2,2,1
OCNT-2317874,BZAIRDCOXHAADH-WCQYABFASA-N,1,3,0,3,3
OCNT-2317875,WFOQWXUHYHWBNS-UHFFFAOYSA-N,3,4,0,3,0
OCNT-2317878,JRXHPYCZKUMFCR-UHFFFAOYSA-N,1,4,1,3,1
OCNT-2317879,GEIDIRGYDXGKAI-UHFFFAOYSA-N,4,3,4,3,4
OCNT-2317881,TYVXGMCHDUUECR-UHFFFAOYSA-N,3,3,0,2,1
OCNT-2317887,CJFRLVSASAMBRI-UHFFFAOYSA-N,0,2,3,4,1
OCNT-2317890,XHNIIPWBQLVKSC-UHFFFAOYSA-N,2,4,0,1,1
OCNT-2317891,VCEACQBCTFZCNS-UHFFFAOYSA-N,1,4,2,2,4
OCNT-2317894,REMJOPWUWSLWKZ-UHFFFAOYSA-N,3,3,2,3,3
OCNT-2317895,CWBRZGJTIAQEGN-UHFFFAOYSA-N,0,2,3,2,3
OCNT-2317896,URTKWFRBZMTOMG-UHFFFAOYSA-N,4,0,4,1,4
OCNT-2317899,GQHAQPLODRDBSK-UHFFFAOYSA-N,3,4,3,4,1
OCNT-2317901,JNKGLLRFVIVVLH-UHFFFAOYSA-N,3,2,4,0,4
OCNT-2317904,NPSLYMJMIFKNNV-UHFFFAOYSA-N,1,0,2,1,1
OCNT-2317906,RUIHACGNWCVTDQ-UHFFFAOYSA-N,4,2,3,0,1
OCNT-2317908,XYOOFTYLPMVVHY-UHFFFAOYSA-N,1,2,0,1,3
OCNT-2317909,LEOBXXDRKNDNEX-LBPRGKRZSA-N,4,3,0,1,0
OCNT-2317910,YMCUBCOVRKYZEW-UHFFFAOYSA-N,4,0,2,3,0
OCNT-2317914,CSVPCNUVXMRULW-CYBMUJFWSA-N,2,4,3,1,0
OCNT-2317916,OHJTXRFTXHDJSZ-UHFFFAOYSA-N,0,2,3,2,1
OCNT-2317923,WTIUJIWYBVLQJO-UHFFFAOYSA-N,1,0,1,0,4
OCNT-2317925,BRIGXUOHFNBLBK-UHFFFAOYSA-N,1,0,1,4,0
OCNT-2317926,NZLSUTAIXZHEED-UHFFFAOYSA-N,2,3,2,0,4
OCNT-2317931,LOCCFUQBAHYDIZ-UHFFFAOYSA-N,0,2,4,3,3
OCNT-2317936,WJOWUCLGRHYEOJ-UHFFFAOYSA-N,4,2,4,4,1
OCNT-2317938,HSLDDWQXTMWJCT-UHFFFAOYSA-N,3,1,4,4,1
OCNT-2317940,LCRMGOKGLDCROM-UHFFFAOYSA-N,0,3,0,3,4
OCNT-2317941,FNALGIFLGOIDNI-UHFFFAOYSA-N,1,1,3,0,2
OCNT-2317942,LLVYAIQFSXAVCB-UHFFFAOYSA-N,1,2,4,4,0
OCNT-2317943,GTLAVSMYANTKGG-UHFFFAOYSA-N,2,0,3,4,2
OCNT-2317946,AAPZXDGLCMYGEG-UHFFFAOYSA-N,4,3,4,3,2
OCNT-2317949,IMPAQWSWYWMAOO-UHFFFAOYSA-N,1,2,4,0,3
OCNT-2317951,HCERZQWQSYZVFX-AWEZNQCLSA-N,0,4,2,4,2
OCNT-2317952,SRNFTBXQKVEAJF-UHFFFAOYSA-N,3,1,3,1,2
OCNT-2317954,AECHNCUKRVJPMR-UHFFFAOYSA-N,0,1,2,2,4
OCNT-2317957,BMZXTIDIBIAXTN-UHFFFAOYSA-N,1,0,0,3,3
OCNT-2317958,WRYGBIGUBYQMEK-UHFFFAOYSA-N,3,2,2,2,2
OCNT-2317959,KPCUACFGHMCLGD-UHFFFAOYSA-N,3,0,0,0,0
OCNT-2317961,XRRIJYHEWNMUKI-UHFFFAOYSA-N,2,0,2,4,0
OCNT-2317962,YQQUZYTYDNXBBK-UHFFFAOYSA-N,1,4,3,2,4
OCNT-2317963,MDPONAVVMIZZRN-UHFFFAOYSA-N,4,1,4,3,3
OCNT-2317966,UVSGZYBPFLKLFY-UHFFFAOYSA-N,2,2,0,0,1
OCNT-2317968,JRLDABZBMFCURG-UHFFFAOYSA-N,0,1,0,4,4
OCNT-2317970,PSJIQJTYHRSVMF-UHFFFAOYSA-N,2,3,1,3,3
OCNT-2317974,JEACVFCBHMQKEI-UHFFFAOYSA-N,1,4,0,4,3
OCNT-2317979,GDPHPXILXSNLGE-UHFFFAOYSA-N,0,0,0,2,0
OCNT-2317981,VWFFWCSHUZDWFF-UHFFFAOYSA-N,3,3,2,1,3
OCNT-2317983,VRWZGQHEAVYSMP-UHFFFAOYSA-N,0,4,1,4,4
OCNT-2317984,OBJGHGIIYVTWIJ-UHFFFAOYSA-N,2,4,3,0,0
