canonical_smiles,CYP1A2_pIC50_direct_inhibition,CYP2C9_pIC50_direct_inhibition,CYP2D6_pIC50_direct_inhibition,CYP3A4_pIC50_direct_inhibition,CYP1A2_AID1851_max_inhibition,CYP2C9_AID1851_max_inhibition,CYP2D6_AID1851_max_inhibition,CYP3A4_AID1851_max_inhibition,chemprop_split
CC1=C(C(=O)Nc2ccccc2)C(c2ccco2)NC(=S)N1,,,,,11.403,33.9963,19.7459,-0.9332,train
COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,,,,,19.59,-10.44,-16.3,39.5176,train
CCOC(=O)[C@@H]1[C@@H]2c3ccccc3-c3ccccc3[C@H]2C[C@H]1O,,,,,111.0,-29.58,5.126,1.5163,train
COC(=O)c1ccc(CSc2nnc(NC(C)C)s2)cc1,,,,,64.2631,98.7208,29.9579,66.7989,train
NS(=O)(=O)c1ccc(NC2(C(=O)O)CCCC2)cc1,,,,,21.65,-12.81,-12.22,8.0884,train
Cn1cccc1C(=O)N1CCC[C@@]2(CCN(c3cccc(-c4ccccc4)c3)C2)C1,,,,,71.7,27.04,3.239,79.7189,train
COc1ccc(N2CCN(CCNC(=O)C3CCN(S(=O)(=O)c4cccs4)CC3)CC2)cc1,,,,,8.4845,55.341,18.9045,-70.102,train
CCn1cc(-c2nnnn2-c2ccc(Cl)cc2)c(=O)c2ccccc21,,,,,15.2289,21.41,56.8364,76.85,train
CCOc1ccc(C(=O)N2CCCC2C(=O)O)cc1,,,,,6.8866,6.0518,-29.327624,-19.0931,train
CS(=O)(=O)Nc1cccc(-c2cncnc2NCc2cccnc2)c1,,,,,81.78,3.432,30.9,74.533,train
Cc1ccc(-n2c(SCC(=O)N3CCOCC3)nnc2-c2cccnc2)cc1,,,,,57.7276,39.49,-0.2102,59.8266,train
CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1C,,,,,79.6227,65.2028,30.0919,93.3032,train
CCC1=NN(C(=O)CCc2ccccc2)C(O)(C(F)(F)F)C1,,,,,70.6683,81.6363,38.2913,46.5646,train
COc1cccc(Nc2ncc3ncc(=O)n(CCC#N)c3n2)c1,,,,,109.1,9.097,7.469,86.7923,train
CC1CCC(C(C)C)C(OCC(O)CN2CCN(Cc3ccccc3)CC2)C1.Cl,,,,,51.4933,42.5814,100.3290399999999,17.0575,train
O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)c1cccnc1,,,,,32.161,16.4228,-11.9271,78.1276,train
O=S1(=O)N[C@H]2CC[C@@H]3NS(=O)(=O)N[C@H]4CC[C@H](N1)N4S(=O)(=O)N23,,,,,-2.05,6.305,-12.68,-5.0186,train
COC(=O)c1ccccc1NC(=O)C(CCS(C)(=O)=O)NC(C)=O,,,,,66.7581,-70.2084,-4.0829,0.6711,train
Cc1ccc(C(=O)/C=C/c2c[nH]c3ccccc23)cc1,,,,,106.094,97.4238,38.6983,71.8794,train
Nc1nc(Br)c2c(F)cccc2c1-c1ccccc1,,,,,103.143,74.7052,3.5641,61.6875,train
O=C([O-])c1cc2cc(Cc3cccnc3)ccc2o1.[Na+],,,,,13.4,-0.1779,-5.067,44.3067,train
CC(=O)Nc1sc2c(c1C(N)=O)CCCC2,,,,,90.4368,29.8933,10.9169,27.8666,train
CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,,,,,79.44,92.87,52.7,64.1361,train
CCOC(=O)C1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(CC(=O)OC)ccc2O1,,,,,-3.5191,63.1332,21.077,91.0892,train
CCN1C(=O)C(CC(=O)Nc2ccc(OC)cc2)N(Cc2cccnc2)C1=S,,,,,12.1486,52.0667,21.6736,98.3995,train
N#Cc1cccc(-c2cncnc2-n2ccnc2)c1,,,,,92.77,-12.2,32.46,93.311,train
Cc1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1,,,,,112.1,-9.822,49.51,75.0464,train
COC(=O)[C@@H]1[C@@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1OS(=O)(=O)O,,,,,10.32,-7.134,18.49,-0.4805,train
CCCOc1ccc(C2C(=O)N(C3CCCCC3)CC(=O)N2C2CC2)cc1OC,,,,,13.5895,71.4647,0.0714,54.6171,train
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]2C(=CC(=O)[C@H]2CC(=O)C(=O)N(C)C)CN1C(=O)c1ccccc1,,,,,-1.41,56.28,6.492,59.5915,train
CN(C)c1ncc2nc(-c3cccc(C#N)c3)c(=O)n(C)c2n1,,,,,40.36,10.7,-4.894,-15.8494,train
COc1cccc(Nc2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(C[C@H]4CCCO4)c3n2)c1,,,,,29.52,18.63,-2.861,44.6217,train
CN1C[C@H](C(=O)N[C@@]2(C)O[C@@]3(O)[C@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,,,,,48.42,17.17,1.386,58.8678,train
CC(C)NC[C@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1,,,,,48.84,7.519,51.8,14.3082,train
CO/N=C\[C@@H](C)[C@H](OCc1ccccc1)C(C)C,,,,,4.31,6.92,-9.982,-12.5159,train
Cc1sc(NC(=O)c2ccco2)c(C(c2cccnc2)N2CCCC2)c1C,,,,,86.691,118.871,57.8205,105.416,train
Cc1noc(C)c1-c1nc(NC2CC2)c2ccccc2n1,,,,,111.3,22.97,-6.772,100.169,train
O=C(O)c1ccc(CSc2nc3ccccc3o2)cc1,,,,,20.0685,64.1548,-7.3916,-23.0965,train
COc1ccccc1CCn1c(=O)c(C)nc2cncnc21,,,,,109.0,70.62,13.37,77.4436,train
COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(C(F)(F)F)nc4)c3C[C@H]2CN1C(=O)c1ccccc1,,,,,22.37,71.89,-1.572,93.012,train
CC(Sc1nc(NCc2ccccc2)nc(N(C)C)n1)C(=O)Nc1ccccc1,,,,,24.3876,95.5174,33.4193,9.9924,train
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCOC)c2n1,,,,,48.1,4.26,28.16,-13.2817,train
N[C@@H](Cc1ncccn1)C(=O)O,,,,,7.736,-30.94,1.914,-6.8093,train
Nc1c(OCC(=O)O)ccc2cc(S(=O)(=O)O)ccc12,,,,,5.406,7.12,4.655,9.6818,train
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,,,,,101.5,-100.9,12.41,37.5547,train
S=C(Nc1ccc(Cl)cc1)NC1CC2CCCC(C1)N2C1CCCC1,,,,,2.9681,23.7169,100.3290399999999,-33.5747,train
CSC1(SC2=NCCN2)SC2(NCCN2)S1,,,,,78.49,10.75,70.9,78.6692,train
CCN1CCN(C(=O)C2c3cc(OC)c(OC)cc3C(=O)N3CCc4ccccc4C23)CC1,,,,,26.2873,-1.3114,-6.8705,40.4303,train
Cc1ccc(NC(=O)/C(=C\c2ccc([N+](=O)[O-])cc2)NC(=O)c2ccccc2)cc1,,,,,11.0231,60.3967,28.5641,105.344,train
COc1cc(C)cc(OC)c1/C=C\C(=O)O,,,,,6.915,15.82,-2.336,4.3186,train
C/C(CCN1CCCc2nc(C)c(C)cc21)=N\OC[C@@H](O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O,,,,,-1.104,-2.311,-1.908,10.8462,train
O=C(Nc1ccccc1)N1CCCC2(CCN(C(=O)c3ccco3)CC2)C1,,,,,66.97,38.21,3.399,47.3187,train
Cc1ccc(C(=O)COC(=O)CNC(=O)Cc2ccccc2)cc1[N+](=O)[O-],,,,,68.1912,64.1941,10.0554,4.5696,train
CCOC(=O)C(C)(C)[C@H](O)C(C)C,,,,,1.66,6.809,-10.88,-2.0764,train
CC(C)CSC[C@@H]1O[C@H](n2cnc3c(N)nccc32)[C@H](O)[C@@H]1O,,,,,-3.406,-3.85,3.481,25.3825,train
CCCOc1ccc(C(=O)NNC(=S)NC(C)=O)cc1,,,,,-13.201096000000001,-3.1592,7.162,5.0799,train
O=C(O)[C@H](/C=C\c1ccccc1)c1ccccc1,,,,,37.4,17.81,18.08,11.9025,train
O=C(O)CNCP(=O)(O)O,,,,,10.82,-3.198,-0.692,8.374,train
CC(=O)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1,,,,,37.46,8.806,4.41,23.9037,train
O=C1[C@H]2[C@H]3[C@H](O)[C@H](O)C/C(=N/OC[C@@H](O)COCc4ccco4)[C@@H]3CC[C@@H]2C(=O)N1C[C@@H]1CCCO1,,,,,-6.898,-39.33,-3.767,23.9388,train
O=C1[C@H]2[C@H]3[C@H](O)[C@H](O)C/C(=N/OC[C@@H](O)COCc4ccco4)[C@H]3CC[C@@H]2C(=O)N1C[C@@H]1CCCO1,,,,,17.28,-7.754,-14.81,13.3794,train
O=C(NCc1cccnc1)[C@@H]1[C@@H](C(=O)O)[C@H]2CC[C@@H]1O2,,,,,10.98,5.99,-8.298,23.8912,train
COc1ccc(Oc2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(C[C@H]4CCCO4)c3n2)cc1,,,,,76.5,41.95,4.336,84.7783,train
NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1,,,,,93.072,100.171,35.9889,94.2582,train
O=S(=O)(c1ccccc1)N1CCC2(CC1)CN(C(c1ccccc1)c1ccccc1)C2,,,,,-2.71,85.46,70.01,-75.015344,train
Cc1ccc2c(c1)-c1c(cnn1CC(=O)O)CO2,,,,,40.18,32.4556,-12.2196,4.2182,train
CN(C)c1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(Cc3ccc(F)cc3)c2n1,,,,,14.81,-27.92,-10.04,33.7483,train
CN(C)S(=O)(=O)Oc1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1,,,,,96.004,-8.4999,-5.2797,90.2362,train
C[C@@H](CN)CC(=O)O.C[C@@H](CN)CC(=O)O.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,,,,,27.11,-12.42,-3.662,7.8402,train
Cn1c(=O)c2cc(S(=O)(=O)NCCC(=O)NCc3ccccc3Cl)ccc2n(C)c1=O,,,,,16.3514,-74.153,46.33,62.4012,train
C[Se]C[C@@H](N)C(=O)O,,,,,-0.0958,-10.39,-15.12,35.872,train
CC(=O)O.CN1CCN(CN2C(=O)C3C4C=CC(C3C2=O)C2C3C(=O)N(CN5CCN(C)CC5)C(=O)C3C42)CC1,,,,,24.69,2.909,-22.81,12.9242,train
Nc1nc(N)c(CCCCc2ccccc2)c(N)n1,,,,,0.1595,-5.705,43.4,-5.1991,train
Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,,,,,107.34,34.4211,59.3381,8.9375,train
CC(=O)[C@@]1(O)Cc2c(O)c3c(c(O)c2[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,,,,,50.8,4.196,-0.0095,32.1432,train
COc1cccc(-c2[nH]nc3c2C(c2ccc(C)o2)C(C#N)=C(N)O3)c1,,,,,93.8592,72.2994,18.8253,27.4661,train
CCN(CC)C(=O)CCNS(=O)(=O)c1ccc(C)cc1,,,,,33.8369,-46.3929,-23.437,35.1657,train
Cc1c(C(=O)O)oc2ccc(S(=O)(=O)NCc3ccc4c(c3)OCO4)cc12,,,,,45.4211,58.9578,77.8445,68.6893,train
COC1=CC(=O)O[C@@H](/C=C\c2ccccc2)C1,,,,,105.8,17.55,-0.5885,-4.4216,train
O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3ccccn3)C2)CC1,,,,,59.42,84.36,69.0,62.0449,train
CNCCC=C1c2ccccc2C=Cc2ccccc21,,,,,47.22,-15.16,75.82,55.7418,train
Cn1c(=O)c2[nH]c(CCCc3ccc([N+](=O)[O-])cc3)nc2n(C)c1=O,,,,,18.89,-1.932,15.27,37.0209,train
CCOC(=O)C1CCCN(C(=O)C2CCN(S(=O)(=O)CC)CC2)C1,,,,,-4.2749,-0.1471,-13.0605,16.8905,train
O=C(CSc1nc2ccccc2c(=O)n1CCCN1CCCCC1)NCc1ccccc1,,,,,3.8895,6.4116,100.3290399999999,90.5124,train
O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,,,,,55.92,9.409,44.2,28.1794,train
Clc1ccc(-c2nnc(-c3ccc(Br)cc3)c(N3CCSCC3)n2)cc1,,,,,92.1342,49.2091,5.1052,17.3222,train
CCOC(=O)c1c(NC(=O)CCC(=O)N2CCOCC2)sc2c1CC(C)(C)OC2,,,,,40.4183,46.4615,6.109,63.2927,train
COc1ccc(CNc2ccnc(-c3ccoc3)n2)c(OC)c1,,,,,112.8,36.37,45.54,94.7651,train
O=c1c(CCc2ccccc2)nc2cnc(N3CCOCC3)nc2n1C1CC1,,,,,75.32,64.07,5.374,53.0822,train
Cc1ccc(-n2cnc(=O)c3cccnc32)cc1,,,,,11.7224,11.7175,-1.4522,3.5283,train
O=C(c1ccncc1)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1,,,,,73.44,89.63,33.01,86.442,train
Cc1noc(C)c1-c1ccc2ncnc(N3CCN(C)CC3)c2c1,,,,,100.7,6.38,1.168,87.8754,train
COC(=O)c1sc(=S)n(-c2ccccc2OC)c1N,,,,,5.2761,79.4712,-12.2981,-16.3321,train
CSc1nc2nc3c(c(=O)n2[nH]1)CN(Cc1ccccc1)CC3,,,,,98.7199,57.3839,6.1242,-36.0093,train
NCC[C@H](O)C(=O)N[C@H]1C[C@@H](N)[C@@H](O[C@H]2O[C@@H](CN)[C@@H](O)[C@@H](O)[C@@H]2N)[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)[C@@H]1O,,,,,8.714,2.492,-2.469,10.1907,train
O=[N+]([O-])c1cc2c(cc1C=Nc1ccccc1)OCO2,,,,,104.026,59.2043,41.4162,40.476,train
ON(CCc1ccccn1)Cc1ccccc1,,,,,81.88,2.374,0.3642,40.9637,train
Cc1cccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nsnc34)CC2)n1,,,,,26.202,48.1544,43.4505,13.4615,train
CC(=O)Nc1ccc2nc(C3CCCCC3)[nH]c2c1,,,,,29.9634,49.313,65.9111,26.6308,train
C=CCN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,,,,,97.53,60.99,40.63,50.3063,train
COc1cc(C(=O)Oc2ccccc2/C=N/NC(=O)c2ccc(C)cc2)cc(OC)c1OC,,,,,50.8242,56.1827,-29.327624,-18.9325,train
N#[O+].[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Na+].[Na+],,,,,36.63,58.71,40.96,30.1741,train
O=C1CCCC=C1[C@@H](O)CCOC(c1ccccc1)(c1ccccc1)c1ccccc1,,,,,6.788,100.6,20.07,80.3199,train
COC(=O)N1CCC2(CCCN(C(=O)Nc3cccc(C#N)c3)C2)CC1,,,,,15.66,81.0,2.81,37.0198,train
CCOc1ccc(NC(=O)N(C2CCCCC2)C(C)c2ccncc2)cc1,,,,,36.7656,104.9,49.4127,76.9713,train
COc1ccc(CCN(C)Cc2ccc(OCc3ccccc3)c(OC)c2)cc1OC,,,,,34.7094,46.1161,52.2453,67.9854,train
CCNc1nc(NCC)nc(ON=C(C)C)n1,,,,,65.552,8.7007,-4.8101,10.1114,train
C(=C/c1ccccc1)/CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,,,,,51.0,92.73,89.9,20.6797,train
COc1ccc(/C=N/NC(=O)Cc2csc(Nc3cccc(C(F)(F)F)c3)n2)cc1C,,,,,99.186,120.313,77.4926,86.4304,train
Cc1ccc2[nH]c(=O)c(NC(N)=S)nc2c1,,,,,104.319,36.538,20.1655,26.7221,train
CN(CCCl)Cc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,,,,,2.122,-16.29,25.01,46.0855,train
CCOC(=O)c1c(-c2ccccc2)nc2ccccn12,,,,,89.3033,51.849,9.2452,-60.2979,train
COCC(=O)N1CCC2(CCCN(c3ccncc3)C2)CC1,,,,,16.31,17.26,15.28,34.1833,train
[Cu].[NH-][C@H](CC(=O)O)C(=O)O.[NH-][C@H](CC(=O)O)C(=O)O,,,,,6.192,10.21,-13.93,-0.2289,train
Cc1noc(C)c1-c1cc(NCCN2CCOCC2)ncn1,,,,,103.7,-8.062,-5.64,24.3355,train
COc1cccc(Cn2c(=O)cnc3cnc(Nc4ccccc4)nc32)c1,,,,,60.4,54.42,-1.714,107.04,train
N/C(=N\c1nc2c(c(=O)[nH]1)CCC2)Nc1ccccc1C(F)(F)F,,,,,16.0666,10.5857,43.8443,11.2391,train
O=C(Oc1ccccc1)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,,,,,48.69,10.23,77.16,85.5623,train
CCOC(=O)c1ccccc1Oc1c(F)c(F)nc(NCCO)c1F,,,,,60.1329,85.6997,40.5483,28.6763,train
Cn1c(=O)n2n(c1=O)[C@H]1[C@H](O)[C@H]3O[C@@H]3/C(=N/OC[C@@H](O)COCc3ccco3)[C@@H]1CC2,,,,,-2.548,4.501,-15.62,23.7502,train
Cc1cc(N2C(=O)C(O)=C(C(=O)c3ccco3)C2c2ccc(O)cc2)no1,,,,,3.3263,68.6532,0.1849,0.5244,train
c1ccc(SCCc2ccncc2)cc1,,,,,95.54865,91.2585,82.8012,46.3014,train
Nc1nonc1-c1noc(CCCN2C(=O)c3ccccc3C2=O)n1,,,,,65.2441,29.3435,6.3858,70.4156,train
CCOC(=O)[C@@H](O)Cc1cnc2ccccc2n1,,,,,86.71,35.1,10.4,12.8894,train
Cc1ccc(C(=O)Nc2nc3ccccc3n3nnnc23)cc1,,,,,108.478,12.8277,38.2053,47.5287,train
CC(C)[C@@H]1O[C@H](/C=C\c2ccccc2)OCC1(C)C,,,,,47.36,43.3,1.606,33.3079,train
CC(=O)Nc1ccc(S(=O)(=O)N2CCN(c3nc(NC4CCCC4)c4ccccc4n3)CC2)cc1,,,,,5.9578,105.287,70.2805,87.7943,train
CC(=O)Nc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1,,,,,2.5178,16.4262,5.825,29.442,train
Cc1cc(C(=O)N[C@@H](c2ccccc2)[C@]2(C)C[C@H]2[C@@H](C)C(=O)Nc2ccc3ccccc3c2)n(C)n1,,,,,54.15,76.71,38.87,86.383,train
Cc1cc(C(=O)N[C@H](c2ccccc2)[C@@]2(C)C[C@@H]2[C@@H](C)C(=O)Nc2ccc3ccccc3c2)n(C)n1,,,,,39.49,88.11,93.82,85.3848,train
CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4[C@@H]1[C@@]3([C@H](OC)C[C@@H]2O)[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]1[C@@]4(OC(C)=O)[C@H](O)[C@@H]2OC,,,,,4.697,-5.309,3.271,14.507,train
Cc1ccccc1NC(=S)NN1CCN(C)CC1,,,,,4.46,10.2813,0.0224,-10.1142,train
CN1CCc2cc(Br)c(O)cc2[C@H](c2ccccc2)C1,,,,,65.29,5.132,98.88,-12.4228,train
COC(=O)C1C2CCC(C2)C1C(=O)OCC(=O)c1ccccc1,,,,,66.5376,34.7401,6.9362,3.199,train
Cc1ccc(S(=O)(=O)CC#CCOC(=O)c2ccc([N+](=O)[O-])cc2)cc1,,,,,96.3763,121.17884,62.3354,86.0698,train
CC(C)=NNc1ncnc2nc[nH]c12,,,,,26.69,11.88,-12.82,-4.5702,train
Cc1ccc(C2/C(=C(/O)c3ccccc3)C(=O)C(=O)N2CCN2CCOCC2)o1,,,,,25.3306,55.6635,22.7366,40.2232,train
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2,,,,,32.44,22.05,5.152,13.0977,train
COc1cc([C@@H](O)CO)ccc1OS(=O)(=O)[O-].[K+],,,,,0.4713,22.48,-4.911,-2.0585,train
COCCn1c(=O)c(-c2ccc(OC)cc2)nc2cnc(Oc3cccc(Cl)c3)nc21,,,,,58.28,81.98,3.561,32.1872,train
O=C(NNc1nc2ccccc2s1)C1CC1,,,,,78.3129,21.7982,14.5024,5.94,train
COCc1nnc(NC(=O)CCN2C(=O)c3ccccc3C2=O)s1,,,,,17.9795,34.1296,32.4412,15.0831,train
C[C@@H]1/C=C\CC(=O)OC[C@H]2O[C@@H](C=C[C@@H]2O)[C@H](C)/C=C\CC(=O)OC1,,,,,3.639,2.721,-21.67,35.6326,train
O=C(O)c1cccc2cccc(-c3cccc4cccc(C(=O)O)c34)c12,,,,,12.28,4.837,12.7,5.5489,train
O=C(NNC(=O)C1COc2ccccc2O1)c1ccccc1,,,,,27.2868,-22.6463,12.2772,2.0169,train
O=C(c1cccc(F)c1)N1CCC2(CC1)CN(c1ccccn1)C2,,,,,6.89,31.44,31.96,-75.015344,train
Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,,,,,99.81,-5.681,3.835,47.2777,train
Cc1c(C(=O)O)nc(/C=C\C(=O)O)[nH]c1=O,,,,,6.609,11.86,-6.811,3.3567,train
Cc1ccc(Sc2c([N+](=O)[O-])ncn2C)cc1,,,,,2.6404,33.8137,-9.7154,-11.7334,train
O=S(=O)(O)c1ccc2cc(N=Nc3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1,,,,,18.82,4.092,2.468,6.9906,train
O=c1c2ccccc2nnn1CSc1nnc(COc2ccc(Cl)cc2)n1Cc1ccco1,,,,,68.5263,114.029,20.495,83.5032,train
Nc1cc(S(=O)(=O)O)cc2ccc(S(=O)(=O)O)cc12,,,,,18.12,79.23,8.479,1.6443,train
Cn1c(-c2ccc(Br)cc2)cnc1NCc1cccnc1,,,,,83.5009,54.5199,100.3290399999999,95.607,train
NC(=O)C1(N2CCCCC2)CCN(C(=O)c2ccc(-n3cnnn3)cc2)CC1,,,,,6.4215,20.9195,58.6925,3.2003,train
CS(=O)(=O)N1CCC2(CCN(C(=O)Nc3cccc(C#N)c3)CC2)CC1,,,,,-3.503,1.379,15.72,0.7816,train
O[C@@H]1[C@@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,,,,,35.13,-12.63,75.36,-3.9268,train
CC(C)(C=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,,,,47.15,18.43,64.74,79.5057,train
O=C(O)c1c2ccccc2cc2ccccc12,,,,,99.62,19.8,2.314,-0.0487,train
COc1ccccc1CNc1cc(-c2ccccc2Cl)ncn1,,,,,100.8,-1.556,73.3,41.4639,train
CC(C)=NOC[C@@H](O)COCc1ccco1,,,,,-4.834,-0.0785,-28.88,14.6696,train
CC1=C(C)[N+](=O)C2(O)CCCCC2(C)N1[O-],,,,,-12.4495,-32.827,-18.074,0.4374,train
CCNC(=O)c1c(NC(C)=O)sc2c1CCCC2,,,,,102.719,53.04,-4.7377,22.9591,train
c1ccc(-c2nc(CSc3n[nH]c(-c4cccs4)n3)cs2)cc1,,,,,115.818,93.1398,100.3290399999999,95.1225,train
CN1CCN(c2ncncc2-c2ccccc2C(F)(F)F)CC1,,,,,46.03,-10.54,52.34,53.7613,train
CCOC(=O)c1cnc2cc3c(cn2c1=O)CCCC3,,,,,99.3745,26.7909,8.1286,0.9923,train
O=C(Nc1ccccc1Cl)c1ccn[nH]1,,,,,66.0952,-4.0339,6.6387,-11.1831,train
CCOc1ccccc1NC(=O)Nc1c(C)n(-c2ccccc2)c(=O)n1C,,,,,14.7597,13.5173,-12.0408,11.4066,train
O=c1ccc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)c(O)cc2o1,,,,,1.579,20.22,1.022,7.6377,train
COCCNC(=O)CSc1ncnc2sccc12,,,,,12.1976,50.6478,-13.6623,-0.766,train
C[C@@]1(C(=O)O)NCCc2cc(O)c(O)cc21,,,,,26.61,29.03,7.561,40.745,train
CO[C@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)C/C=C\[C@@H]1C,,,,,-1.968,4.927,-11.58,6.2599,train
CO[C@@H]1COC(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)C/C=C\[C@H]1C,,,,,7.103,4.228,-17.05,30.1769,train
COc1cc([C@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@H]5CO[C@@H](C)O[C@]5(O)C[C@H]3O)[C@@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,,,,-1.253,3.875,-3.93,55.0333,train
CCOC(=O)CCc1c(C)nc2ncnn2c1C,,,,,15.2532,3.0225,-7.845,3.4248,train
Cc1ccc(-c2csc3ncnc(SCC(=O)c4ccc5c(c4)OCCO5)c23)cc1,,,,,62.2812,84.6894,6.8262,30.0469,train
Oc1cccc2ccc(SSc3ccc4cccc(O)c4n3)nc12,,,,,110.1,94.59,0.1789,30.3588,train
Cc1cc(C)c[n+](CC(=O)c2cc3ccccc3oc2=O)c1.[Br-],,,,,32.0918,-1.9783,54.7569,13.6822,train
CN(C)CC(O)COc1cccc(OCC(O)CN(C)C)c1.Cl,,,,,1.7093,0.7014,5.5973,0.9828,train
CS(=O)(=O)N1CCN(c2c(Cl)cccc2[N+](=O)[O-])CC1,,,,,34.3091,53.7309,12.381,-15.0834,train
CN(Cc1ccco1)c1cc(-c2ccccc2Cl)ncn1,,,,,90.89,2.337,15.6,-16.4582,train
NC1=N[C@H](c2ccc(Cl)cc2)N(c2ccc(S(=O)(=O)Nc3ncccn3)cc2)C(N)=N1,,,,,28.71,-14.55,2.106,-6.2492,train
Cc1cccc(C)c1NC(=O)CSc1nc(C)c(CC(=O)c2ccc(Br)cc2)c(C)c1C#N,,,,,4.6392,46.5216,9.7516,67.731,train
Clc1ccccc1-c1cncnc1NCCc1cnc[nH]1,,,,,92.67,59.52,90.91,99.9175,train
C[N+]1(CCC(=O)c2ccco2)CC2CCC(CC2)C1,,,,,10.21,-6.14,-28.21,-1.4669,train
COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4cc(C)n(C)n4)c3C[C@H]2CN1C(=O)c1ccccc1,,,,,22.31,62.14,21.13,82.6614,train
Cc1c(NC(=O)CSc2nnc3c4ccccc4n(CCc4ccccc4)c3n2)c(=O)n(-c2ccccc2)n1C,,,,,27.3129,71.0652,25.0974,95.9757,train
Cc1ccccc1-c1cncnc1NC1CCNCC1,,,,,29.1,-1.541,74.65,66.1993,train
Cc1ccc(-c2nnc(-c3ccc(NC(=O)c4cccs4)cc3)o2)cc1,,,,,23.0543,96.7186,-0.2489,55.7078,train
Cc1nn(-c2ccccc2)c(C)c1/C=N/NC(=O)c1cc(-c2ccc(Cl)s2)[nH]n1,,,,,95.6801,112.273,64.8176,-75.015344,train
COc1cccc(Cn2c(=O)c(C)nc3cnc(N4CCOCC4)nc32)c1,,,,,85.72,65.24,2.463,91.6271,train
O=S(=O)(c1ccccc1)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,,,,,23.25,24.93,99.03,93.0311,train
CN(C)c1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(C)c2n1,,,,,76.52,-5.212,2.589,-5.7975,train
COc1nnc(OC)c2ccccc12,,,,,101.868,7.7336,-13.1228,-3.3083,train
CC(=O)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1,,,,,66.64,88.78,10.15,61.8178,train
