inchikey,isoform,max_response,n_replicates_eff
YUPPGBDMGUTLTO-UHFFFAOYSA-N,CYP2D6,-56.35,1
YUPPGBDMGUTLTO-UHFFFAOYSA-N,CYP3A4,-88.1503,1
YUQQLUGWWQQJEO-SXGWCWSVSA-N,CYP1A2,-89.7678,1
YUQQLUGWWQQJEO-SXGWCWSVSA-N,CYP2C9,-41.0119,1
YUQQLUGWWQQJEO-SXGWCWSVSA-N,CYP2D6,8.525,1
YUQQLUGWWQQJEO-SXGWCWSVSA-N,CYP3A4,-29.2278,1
YUTAHEQKSQBAIN-UKTHLTGXSA-N,CYP1A2,-33.6927,1
YUTAHEQKSQBAIN-UKTHLTGXSA-N,CYP2C9,-7.0376,1
YUTAHEQKSQBAIN-UKTHLTGXSA-N,CYP2D6,-0.0637,1
YUTAHEQKSQBAIN-UKTHLTGXSA-N,CYP3A4,-12.6244,1
YUUJFZVJTACOIK-LJQANCHMSA-N,CYP1A2,-68.54,1
YUUJFZVJTACOIK-LJQANCHMSA-N,CYP2C9,34.41,1
YUUJFZVJTACOIK-LJQANCHMSA-N,CYP2D6,7.31,1
YUUJFZVJTACOIK-LJQANCHMSA-N,CYP3A4,-69.0395,1
YUUMQEVSHUDGRB-UHFFFAOYSA-N,CYP1A2,-108.1,1
YUUMQEVSHUDGRB-UHFFFAOYSA-N,CYP2C9,23.93,1
YUUMQEVSHUDGRB-UHFFFAOYSA-N,CYP2D6,-16.69,1
YUUMQEVSHUDGRB-UHFFFAOYSA-N,CYP3A4,-87.8303,1
YUVBJPSARHNILB-UHFFFAOYSA-N,CYP1A2,4.9014,1
YUVBJPSARHNILB-UHFFFAOYSA-N,CYP2C9,-82.1579,1
YUVBJPSARHNILB-UHFFFAOYSA-N,CYP2D6,-7.41,1
YUVBJPSARHNILB-UHFFFAOYSA-N,CYP3A4,-96.4334,1
YUVOWQUXQQXCGB-NVMBIKPKSA-N,CYP1A2,-2.213,1
YUVOWQUXQQXCGB-NVMBIKPKSA-N,CYP2C9,-10.59,1
YUVOWQUXQQXCGB-NVMBIKPKSA-N,CYP2D6,10.95,1
YUVOWQUXQQXCGB-NVMBIKPKSA-N,CYP3A4,-25.2412,1
YUVOWQUXQQXCGB-PCWOYHCVSA-N,CYP1A2,-0.2866,1
YUVOWQUXQQXCGB-PCWOYHCVSA-N,CYP2C9,0.9375,1
YUVOWQUXQQXCGB-PCWOYHCVSA-N,CYP2D6,3.274,1
YUVOWQUXQQXCGB-PCWOYHCVSA-N,CYP3A4,-14.1605,1
YUVPFBVVHXSPDD-UHFFFAOYSA-N,CYP1A2,-111.5,1
YUVPFBVVHXSPDD-UHFFFAOYSA-N,CYP2C9,-27.06,1
YUVPFBVVHXSPDD-UHFFFAOYSA-N,CYP2D6,0.1708,1
YUVPFBVVHXSPDD-UHFFFAOYSA-N,CYP3A4,-59.3942,1
YUXMTDYHFPRPLG-UHFFFAOYSA-N,CYP1A2,-69.79,1
YUXMTDYHFPRPLG-UHFFFAOYSA-N,CYP2C9,-46.86,1
YUXMTDYHFPRPLG-UHFFFAOYSA-N,CYP2D6,9.687,1
YUXMTDYHFPRPLG-UHFFFAOYSA-N,CYP3A4,-65.0399,1
YUXQEHZRQQXVJP-UHFFFAOYSA-N,CYP1A2,2.8819,1
YUXQEHZRQQXVJP-UHFFFAOYSA-N,CYP2C9,-17.2837,1
YUXQEHZRQQXVJP-UHFFFAOYSA-N,CYP2D6,-54.3399,1
YUXQEHZRQQXVJP-UHFFFAOYSA-N,CYP3A4,42.9523,1
YUYXJHYCSQCDNV-GZTJUZNOSA-N,CYP1A2,-66.267,1
YUYXJHYCSQCDNV-GZTJUZNOSA-N,CYP2C9,149.431,1
YUYXJHYCSQCDNV-GZTJUZNOSA-N,CYP2D6,-32.2876,1
YUYXJHYCSQCDNV-GZTJUZNOSA-N,CYP3A4,-70.1457,1
YVAGGJFPPRRMQV-DKKFBQAASA-N,CYP1A2,-3.473,1
YVAGGJFPPRRMQV-DKKFBQAASA-N,CYP2C9,18.64,1
YVAGGJFPPRRMQV-DKKFBQAASA-N,CYP2D6,25.61,1
YVAGGJFPPRRMQV-DKKFBQAASA-N,CYP3A4,-63.9405,1
YVAUFXHAHHUNJL-UHFFFAOYSA-N,CYP1A2,-119.5,1
YVAUFXHAHHUNJL-UHFFFAOYSA-N,CYP2C9,3.34,1
YVAUFXHAHHUNJL-UHFFFAOYSA-N,CYP2D6,-41.01,1
YVAUFXHAHHUNJL-UHFFFAOYSA-N,CYP3A4,-92.2794,1
YVCKQTVKWZSELH-UHFFFAOYSA-N,CYP1A2,-104.202,1
YVCKQTVKWZSELH-UHFFFAOYSA-N,CYP2C9,-72.9386,1
YVCKQTVKWZSELH-UHFFFAOYSA-N,CYP2D6,-22.8477,1
YVCKQTVKWZSELH-UHFFFAOYSA-N,CYP3A4,-49.0096,1
YVCNRUUARUIANV-UHFFFAOYSA-N,CYP1A2,-87.2961,1
YVCNRUUARUIANV-UHFFFAOYSA-N,CYP2C9,-91.6436,1
YVCNRUUARUIANV-UHFFFAOYSA-N,CYP2D6,5.2532,1
YVCNRUUARUIANV-UHFFFAOYSA-N,CYP3A4,-57.096,1
YVHLTFVHTRFJQO-UHFFFAOYSA-N,CYP1A2,-93.57,1
YVHLTFVHTRFJQO-UHFFFAOYSA-N,CYP2C9,-99.61,1
YVHLTFVHTRFJQO-UHFFFAOYSA-N,CYP2D6,-47.89,1
YVHLTFVHTRFJQO-UHFFFAOYSA-N,CYP3A4,-33.1905,1
YVHOBYCDKDZTPQ-UHFFFAOYSA-N,CYP1A2,-6.225,1
YVHOBYCDKDZTPQ-UHFFFAOYSA-N,CYP2C9,-8.162,1
YVHOBYCDKDZTPQ-UHFFFAOYSA-N,CYP2D6,-36.48,1
YVHOBYCDKDZTPQ-UHFFFAOYSA-N,CYP3A4,-32.0192,1
YVHXAYUDNZEJCN-UHFFFAOYSA-N,CYP1A2,-72.93,1
YVHXAYUDNZEJCN-UHFFFAOYSA-N,CYP2C9,-51.28,1
YVHXAYUDNZEJCN-UHFFFAOYSA-N,CYP2D6,-30.45,1
YVHXAYUDNZEJCN-UHFFFAOYSA-N,CYP3A4,-45.7215,1
YVIABIZQVAEDDH-XYOKQWHBSA-N,CYP1A2,-55.2305,1
YVIABIZQVAEDDH-XYOKQWHBSA-N,CYP2C9,5.4987,1
YVIABIZQVAEDDH-XYOKQWHBSA-N,CYP2D6,-2.5227,1
YVIABIZQVAEDDH-XYOKQWHBSA-N,CYP3A4,-55.1151,1
YVIYTBHZOOTNNS-UHFFFAOYSA-N,CYP1A2,-18.2105,1
YVIYTBHZOOTNNS-UHFFFAOYSA-N,CYP2C9,218.272,1
YVIYTBHZOOTNNS-UHFFFAOYSA-N,CYP2D6,29.333,1
YVIYTBHZOOTNNS-UHFFFAOYSA-N,CYP3A4,-69.519,1
YVJPMMYYRNHJAU-UHFFFAOYSA-N,CYP1A2,-15.25,1
YVJPMMYYRNHJAU-UHFFFAOYSA-N,CYP2C9,-19.15,1
YVJPMMYYRNHJAU-UHFFFAOYSA-N,CYP2D6,-8.536,1
YVJPMMYYRNHJAU-UHFFFAOYSA-N,CYP3A4,-6.9682,1
YVJZBICPTAKKMA-UHFFFAOYSA-N,CYP1A2,-88.2474,1
YVJZBICPTAKKMA-UHFFFAOYSA-N,CYP2C9,-89.0484,1
YVJZBICPTAKKMA-UHFFFAOYSA-N,CYP2D6,-43.7018,1
YVJZBICPTAKKMA-UHFFFAOYSA-N,CYP3A4,-82.9907,1
YVKXFTNXJDGYPI-IZZDOVSWSA-N,CYP1A2,-102.361,1
YVKXFTNXJDGYPI-IZZDOVSWSA-N,CYP2C9,-89.1274,1
YVKXFTNXJDGYPI-IZZDOVSWSA-N,CYP2D6,-43.7353,1
YVKXFTNXJDGYPI-IZZDOVSWSA-N,CYP3A4,-88.1436,1
YVNQTMSLLRGDEI-UHFFFAOYSA-N,CYP1A2,-25.5152,1
YVNQTMSLLRGDEI-UHFFFAOYSA-N,CYP2C9,-61.5566,1
YVNQTMSLLRGDEI-UHFFFAOYSA-N,CYP2D6,-89.6753,1
YVNQTMSLLRGDEI-UHFFFAOYSA-N,CYP3A4,-88.9506,1
YVPSTKIPTCVPFJ-CAOOACKPSA-N,CYP1A2,-23.57,1
YVPSTKIPTCVPFJ-CAOOACKPSA-N,CYP2C9,-88.82,1
YVPSTKIPTCVPFJ-CAOOACKPSA-N,CYP2D6,-8.646,1
YVPSTKIPTCVPFJ-CAOOACKPSA-N,CYP3A4,-89.9089,1
YVPYWJKFZCAVKI-UHFFFAOYSA-N,CYP1A2,-107.973,1
YVPYWJKFZCAVKI-UHFFFAOYSA-N,CYP2C9,-94.836,1
YVPYWJKFZCAVKI-UHFFFAOYSA-N,CYP2D6,-81.8858,1
YVPYWJKFZCAVKI-UHFFFAOYSA-N,CYP3A4,-41.4283,1
YVQVOQKFMFRVGR-DKTFCQPKSA-N,CYP1A2,-16.34,1
YVQVOQKFMFRVGR-DKTFCQPKSA-N,CYP2C9,8.643,1
YVQVOQKFMFRVGR-DKTFCQPKSA-N,CYP2D6,-18.95,1
YVQVOQKFMFRVGR-DKTFCQPKSA-N,CYP3A4,-6.0286,1
YVRPDIPJOFBYAL-UHFFFAOYSA-N,CYP1A2,-34.68,1
YVRPDIPJOFBYAL-UHFFFAOYSA-N,CYP2C9,20.19,1
YVRPDIPJOFBYAL-UHFFFAOYSA-N,CYP2D6,9.014,1
YVRPDIPJOFBYAL-UHFFFAOYSA-N,CYP3A4,-6.799,1
YVSYAPUGLZMMEX-UHFFFAOYSA-N,CYP1A2,-103.7,1
YVSYAPUGLZMMEX-UHFFFAOYSA-N,CYP2C9,8.766,1
YVSYAPUGLZMMEX-UHFFFAOYSA-N,CYP2D6,-34.19,1
YVSYAPUGLZMMEX-UHFFFAOYSA-N,CYP3A4,-47.5416,1
YVTGRYLRQNYGED-UHFFFAOYSA-N,CYP1A2,-12.5438,1
YVTGRYLRQNYGED-UHFFFAOYSA-N,CYP2C9,-116.425,1
YVTGRYLRQNYGED-UHFFFAOYSA-N,CYP2D6,-8.9188,1
YVTGRYLRQNYGED-UHFFFAOYSA-N,CYP3A4,46.3673,1
YVUQSNJEYSNKRX-UHFFFAOYSA-N,CYP1A2,-43.239999999999995,2
YVUQSNJEYSNKRX-UHFFFAOYSA-N,CYP2C9,-7.1195,2
YVUQSNJEYSNKRX-UHFFFAOYSA-N,CYP2D6,-43.989999999999995,2
YVUQSNJEYSNKRX-UHFFFAOYSA-N,CYP3A4,195.4555,2
YVYPQEQPSCAECC-UHFFFAOYSA-N,CYP1A2,-21.5282,1
YVYPQEQPSCAECC-UHFFFAOYSA-N,CYP2C9,-48.2525,1
YVYPQEQPSCAECC-UHFFFAOYSA-N,CYP2D6,-15.7651,1
YVYPQEQPSCAECC-UHFFFAOYSA-N,CYP3A4,-10.4033,1
YWANWNRTFRLMGY-UHFFFAOYSA-N,CYP1A2,-77.5934,1
YWANWNRTFRLMGY-UHFFFAOYSA-N,CYP2C9,10.7884,1
YWANWNRTFRLMGY-UHFFFAOYSA-N,CYP2D6,-3.0153,1
YWANWNRTFRLMGY-UHFFFAOYSA-N,CYP3A4,-112.089,1
YWBLYIPSGPSQJO-UHFFFAOYSA-N,CYP1A2,-78.5,1
YWBLYIPSGPSQJO-UHFFFAOYSA-N,CYP2C9,-89.41,1
YWBLYIPSGPSQJO-UHFFFAOYSA-N,CYP2D6,-21.35,1
YWBLYIPSGPSQJO-UHFFFAOYSA-N,CYP3A4,-74.9184,1
YWBSTPHKOJMFNZ-UHFFFAOYSA-N,CYP1A2,-39.4379,1
YWBSTPHKOJMFNZ-UHFFFAOYSA-N,CYP2C9,-35.3128,1
YWBSTPHKOJMFNZ-UHFFFAOYSA-N,CYP2D6,-47.7019,1
YWBSTPHKOJMFNZ-UHFFFAOYSA-N,CYP3A4,-41.6025,1
YWCSZAIDMGDGMX-UHFFFAOYSA-N,CYP1A2,-65.4909,1
YWCSZAIDMGDGMX-UHFFFAOYSA-N,CYP2C9,53.2211,1
YWCSZAIDMGDGMX-UHFFFAOYSA-N,CYP2D6,-79.5756,1
YWCSZAIDMGDGMX-UHFFFAOYSA-N,CYP3A4,-86.9295,1
YWDMJJYGCZNXGG-UHFFFAOYSA-N,CYP1A2,6.645,1
YWDMJJYGCZNXGG-UHFFFAOYSA-N,CYP2C9,10.68,1
YWDMJJYGCZNXGG-UHFFFAOYSA-N,CYP2D6,22.04,1
YWDMJJYGCZNXGG-UHFFFAOYSA-N,CYP3A4,1.8648,1
YWDXTTPFBYGPIP-UHFFFAOYSA-N,CYP1A2,-90.94,1
YWDXTTPFBYGPIP-UHFFFAOYSA-N,CYP2C9,0.5714,1
YWDXTTPFBYGPIP-UHFFFAOYSA-N,CYP2D6,-77.24,1
YWDXTTPFBYGPIP-UHFFFAOYSA-N,CYP3A4,-96.9825,1
YWDZIQGICKAICP-UHFFFAOYSA-N,CYP1A2,-12.9787,1
YWDZIQGICKAICP-UHFFFAOYSA-N,CYP2C9,-6.5872,1
YWDZIQGICKAICP-UHFFFAOYSA-N,CYP2D6,-20.9798,1
YWDZIQGICKAICP-UHFFFAOYSA-N,CYP3A4,14.0446,1
YWFCJCLIHJNDAN-UHFFFAOYSA-N,CYP1A2,-25.8856,1
YWFCJCLIHJNDAN-UHFFFAOYSA-N,CYP2C9,-30.6103,1
YWFCJCLIHJNDAN-UHFFFAOYSA-N,CYP2D6,-9.196,1
YWFCJCLIHJNDAN-UHFFFAOYSA-N,CYP3A4,39.0516,1
YWFFERYXOWUFSK-UHFFFAOYSA-N,CYP1A2,-84.162,1
YWFFERYXOWUFSK-UHFFFAOYSA-N,CYP2C9,-30.2029,1
YWFFERYXOWUFSK-UHFFFAOYSA-N,CYP2D6,-26.7555,1
YWFFERYXOWUFSK-UHFFFAOYSA-N,CYP3A4,-40.3071,1
YWFLPRABYJFZOB-UHFFFAOYSA-N,CYP1A2,-88.4142,1
YWFLPRABYJFZOB-UHFFFAOYSA-N,CYP2C9,-54.6915,1
YWFLPRABYJFZOB-UHFFFAOYSA-N,CYP2D6,3.2893,1
YWFLPRABYJFZOB-UHFFFAOYSA-N,CYP3A4,-78.3556,1
YWFSFRMYQRONTM-UHFFFAOYSA-N,CYP1A2,-108.3,1
YWFSFRMYQRONTM-UHFFFAOYSA-N,CYP2C9,5.262,1
YWFSFRMYQRONTM-UHFFFAOYSA-N,CYP2D6,-13.81,1
YWFSFRMYQRONTM-UHFFFAOYSA-N,CYP3A4,-94.8692,1
YWIIKNXRBCHUDW-UHFFFAOYSA-N,CYP1A2,-37.1806,1
YWIIKNXRBCHUDW-UHFFFAOYSA-N,CYP2C9,-74.8424,1
YWIIKNXRBCHUDW-UHFFFAOYSA-N,CYP2D6,-85.0019,1
YWIIKNXRBCHUDW-UHFFFAOYSA-N,CYP3A4,-92.514,1
YWKGZAQUPKTFJL-UHFFFAOYSA-N,CYP1A2,-99.8612,1
YWKGZAQUPKTFJL-UHFFFAOYSA-N,CYP2C9,-93.655,1
YWKGZAQUPKTFJL-UHFFFAOYSA-N,CYP2D6,-22.5718,1
YWKGZAQUPKTFJL-UHFFFAOYSA-N,CYP3A4,-96.3008,1
YWKHKRITRQRVIW-UHFFFAOYSA-N,CYP1A2,-92.0965,1
YWKHKRITRQRVIW-UHFFFAOYSA-N,CYP2C9,-6.6663,1
YWKHKRITRQRVIW-UHFFFAOYSA-N,CYP2D6,-27.5817,1
YWKHKRITRQRVIW-UHFFFAOYSA-N,CYP3A4,86.1738,1
YWKIQIVNJFLMAV-UHFFFAOYSA-N,CYP1A2,-8.2078,1
YWKIQIVNJFLMAV-UHFFFAOYSA-N,CYP2C9,-15.7479,1
YWKIQIVNJFLMAV-UHFFFAOYSA-N,CYP2D6,0.9904,1
YWKIQIVNJFLMAV-UHFFFAOYSA-N,CYP3A4,-5.6891,1
YWLFUDVVYHKELX-UHFFFAOYSA-N,CYP1A2,-8.9807,1
YWLFUDVVYHKELX-UHFFFAOYSA-N,CYP2C9,12.3574,1
YWLFUDVVYHKELX-UHFFFAOYSA-N,CYP2D6,25.8136,1
YWLFUDVVYHKELX-UHFFFAOYSA-N,CYP3A4,-18.5187,1
YWMAWIWYSHEARC-CYBMUJFWSA-N,CYP1A2,-22.46,1
YWMAWIWYSHEARC-CYBMUJFWSA-N,CYP2C9,-2.281,1
YWMAWIWYSHEARC-CYBMUJFWSA-N,CYP2D6,-1.476,1
YWMAWIWYSHEARC-CYBMUJFWSA-N,CYP3A4,-2.9366,1
YWMAXDMCZCOQKC-UHFFFAOYSA-N,CYP1A2,-84.66,1
YWMAXDMCZCOQKC-UHFFFAOYSA-N,CYP2C9,1.233,1
YWMAXDMCZCOQKC-UHFFFAOYSA-N,CYP2D6,-1.505,1
YWMAXDMCZCOQKC-UHFFFAOYSA-N,CYP3A4,-46.5945,1
YWMIXGFRIQPZMT-UHFFFAOYSA-N,CYP1A2,-103.5,1
YWMIXGFRIQPZMT-UHFFFAOYSA-N,CYP2C9,-72.66,1
YWMIXGFRIQPZMT-UHFFFAOYSA-N,CYP2D6,-40.75,1
YWMIXGFRIQPZMT-UHFFFAOYSA-N,CYP3A4,-74.45,1
YWNLIEFWLXLJFD-UHFFFAOYSA-N,CYP1A2,-16.4472,1
YWNLIEFWLXLJFD-UHFFFAOYSA-N,CYP2C9,-22.7357,1
YWNLIEFWLXLJFD-UHFFFAOYSA-N,CYP2D6,-50.5433,1
YWNLIEFWLXLJFD-UHFFFAOYSA-N,CYP3A4,-62.9522,1
YWPISHVFMXBUJZ-UHFFFAOYSA-N,CYP1A2,-17.1635,1
YWPISHVFMXBUJZ-UHFFFAOYSA-N,CYP2C9,-37.835,1
YWPISHVFMXBUJZ-UHFFFAOYSA-N,CYP2D6,-9.6357,1
YWPISHVFMXBUJZ-UHFFFAOYSA-N,CYP3A4,-4.4256,1
YWQBWYXHFQVQRQ-UHFFFAOYSA-N,CYP1A2,-71.7284,1
YWQBWYXHFQVQRQ-UHFFFAOYSA-N,CYP2C9,-45.156,1
YWQBWYXHFQVQRQ-UHFFFAOYSA-N,CYP2D6,-84.9381,1
YWQBWYXHFQVQRQ-UHFFFAOYSA-N,CYP3A4,-99.3675,1
YWQDODSJXMHTFS-UHFFFAOYSA-N,CYP1A2,-93.0205,1
YWQDODSJXMHTFS-UHFFFAOYSA-N,CYP2C9,-101.449,1
YWQDODSJXMHTFS-UHFFFAOYSA-N,CYP2D6,-83.0103,1
YWQDODSJXMHTFS-UHFFFAOYSA-N,CYP3A4,-4.8121,1
YWSINDKDXWZJJY-UHFFFAOYSA-N,CYP1A2,-83.978,1
YWSINDKDXWZJJY-UHFFFAOYSA-N,CYP2C9,-63.3598,1
YWSINDKDXWZJJY-UHFFFAOYSA-N,CYP2D6,-23.4726,1
YWSINDKDXWZJJY-UHFFFAOYSA-N,CYP3A4,-67.3374,1
YWTGWIGQRKWHMS-UHFFFAOYSA-N,CYP1A2,-105.474,1
YWTGWIGQRKWHMS-UHFFFAOYSA-N,CYP2C9,243.107,1
YWTGWIGQRKWHMS-UHFFFAOYSA-N,CYP2D6,-85.0661,1
YWTGWIGQRKWHMS-UHFFFAOYSA-N,CYP3A4,-77.029,1
YWTXJAZVXGPDGW-VKSKUSHNSA-N,CYP1A2,-11.61,1
YWTXJAZVXGPDGW-VKSKUSHNSA-N,CYP2C9,-79.56,1
YWTXJAZVXGPDGW-VKSKUSHNSA-N,CYP2D6,3.6,1
YWTXJAZVXGPDGW-VKSKUSHNSA-N,CYP3A4,-99.9288,1
YWXRVYOGFMDDRZ-UHFFFAOYSA-N,CYP1A2,-106.011,1
YWXRVYOGFMDDRZ-UHFFFAOYSA-N,CYP2C9,-45.5162,1
YWXRVYOGFMDDRZ-UHFFFAOYSA-N,CYP2D6,3.5644,1
YWXRVYOGFMDDRZ-UHFFFAOYSA-N,CYP3A4,-80.288,1
YWXRXAMKBCPFCA-UHFFFAOYSA-N,CYP1A2,-19.7,1
YWXRXAMKBCPFCA-UHFFFAOYSA-N,CYP2C9,28.53,1
YWXRXAMKBCPFCA-UHFFFAOYSA-N,CYP2D6,-13.26,1
YWXRXAMKBCPFCA-UHFFFAOYSA-N,CYP3A4,-17.531,1
YWXUAJWEOQAAHN-UHFFFAOYSA-N,CYP1A2,-81.6036,1
YWXUAJWEOQAAHN-UHFFFAOYSA-N,CYP2C9,-90.2096,1
YWXUAJWEOQAAHN-UHFFFAOYSA-N,CYP2D6,-104.176,1
YWXUAJWEOQAAHN-UHFFFAOYSA-N,CYP3A4,15.6841,1
YWXVVNIDMJBPNK-UHFFFAOYSA-N,CYP1A2,-25.86,1
YWXVVNIDMJBPNK-UHFFFAOYSA-N,CYP2C9,0.4118,1
YWXVVNIDMJBPNK-UHFFFAOYSA-N,CYP2D6,-34.23,1
YWXVVNIDMJBPNK-UHFFFAOYSA-N,CYP3A4,-15.2685,1
YWYMTLFXXHJRHK-FSJBWODESA-N,CYP1A2,-29.9977,1
YWYMTLFXXHJRHK-FSJBWODESA-N,CYP2C9,81.083,1
YWYMTLFXXHJRHK-FSJBWODESA-N,CYP2D6,3.0376,1
YWYMTLFXXHJRHK-FSJBWODESA-N,CYP3A4,23.5338,1
YXAWTMOSTYTQQX-UHFFFAOYSA-N,CYP1A2,-77.92,1
YXAWTMOSTYTQQX-UHFFFAOYSA-N,CYP2C9,-0.8166,1
YXAWTMOSTYTQQX-UHFFFAOYSA-N,CYP2D6,-5.064,1
YXAWTMOSTYTQQX-UHFFFAOYSA-N,CYP3A4,24.7957,1
YXBQLONCIPUQKO-KVSVUVNWSA-N,CYP1A2,-3.465,1
YXBQLONCIPUQKO-KVSVUVNWSA-N,CYP2C9,20.51,1
YXBQLONCIPUQKO-KVSVUVNWSA-N,CYP2D6,1.787,1
YXBQLONCIPUQKO-KVSVUVNWSA-N,CYP3A4,1.5839,1
YXBQLONCIPUQKO-SJHCENCUSA-N,CYP1A2,-21.12,1
YXBQLONCIPUQKO-SJHCENCUSA-N,CYP2C9,10.08,1
YXBQLONCIPUQKO-SJHCENCUSA-N,CYP2D6,3.96,1
YXBQLONCIPUQKO-SJHCENCUSA-N,CYP3A4,-7.3294,1
YXDSMVGRANLJMQ-RUZDIDTESA-N,CYP1A2,-6.7589999999999995,2
YXDSMVGRANLJMQ-RUZDIDTESA-N,CYP2C9,-54.765,2
YXDSMVGRANLJMQ-RUZDIDTESA-N,CYP2D6,-8.423,2
YXDSMVGRANLJMQ-RUZDIDTESA-N,CYP3A4,-30.3793,2
YXEWPGYLMHXLPS-UHFFFAOYSA-N,CYP1A2,-69.49,1
YXEWPGYLMHXLPS-UHFFFAOYSA-N,CYP2C9,22.61,1
YXEWPGYLMHXLPS-UHFFFAOYSA-N,CYP2D6,6.642,1
YXEWPGYLMHXLPS-UHFFFAOYSA-N,CYP3A4,2.641,1
YXFSTVHDFBILBL-CMDGGOBGSA-N,CYP1A2,-66.8365,1
YXFSTVHDFBILBL-CMDGGOBGSA-N,CYP2C9,-43.1965,1
YXFSTVHDFBILBL-CMDGGOBGSA-N,CYP2D6,-56.8079,1
YXFSTVHDFBILBL-CMDGGOBGSA-N,CYP3A4,37.2062,1
YXISRADVRZBQEU-UHFFFAOYSA-N,CYP1A2,-40.39,1
YXISRADVRZBQEU-UHFFFAOYSA-N,CYP2C9,-45.84,1
YXISRADVRZBQEU-UHFFFAOYSA-N,CYP2D6,-33.02,1
YXISRADVRZBQEU-UHFFFAOYSA-N,CYP3A4,-21.555,1
YXJIXVGNDXFWDV-UHFFFAOYSA-N,CYP1A2,-92.3779,1
YXJIXVGNDXFWDV-UHFFFAOYSA-N,CYP2C9,-64.8677,1
YXJIXVGNDXFWDV-UHFFFAOYSA-N,CYP2D6,8.0729,1
YXJIXVGNDXFWDV-UHFFFAOYSA-N,CYP3A4,-68.5406,1
YXJURGPAKADVMT-UHFFFAOYSA-N,CYP1A2,-99.4311,1
YXJURGPAKADVMT-UHFFFAOYSA-N,CYP2C9,101.361,1
YXJURGPAKADVMT-UHFFFAOYSA-N,CYP2D6,-3.6111,1
YXJURGPAKADVMT-UHFFFAOYSA-N,CYP3A4,-95.799,1
YXJWODJZHBFEES-UHFFFAOYSA-N,CYP1A2,-8.151,1
YXJWODJZHBFEES-UHFFFAOYSA-N,CYP2C9,-4.2958,1
YXJWODJZHBFEES-UHFFFAOYSA-N,CYP2D6,-8.6478,1
YXJWODJZHBFEES-UHFFFAOYSA-N,CYP3A4,-58.3243,1
YXJXCVDLLIZERZ-UHFFFAOYSA-N,CYP1A2,-8.563,1
YXJXCVDLLIZERZ-UHFFFAOYSA-N,CYP2C9,1.784,1
YXJXCVDLLIZERZ-UHFFFAOYSA-N,CYP2D6,-93.67,1
YXJXCVDLLIZERZ-UHFFFAOYSA-N,CYP3A4,11.5606,1
YXKQRDLQPDLVOH-RVDMUPIBSA-N,CYP1A2,9.2108,1
YXKQRDLQPDLVOH-RVDMUPIBSA-N,CYP2C9,-75.6066,1
YXKQRDLQPDLVOH-RVDMUPIBSA-N,CYP2D6,-83.4394,1
YXKQRDLQPDLVOH-RVDMUPIBSA-N,CYP3A4,-75.1572,1
YXMJYAHXRMQRTC-UHFFFAOYSA-N,CYP1A2,2.2367,1
YXMJYAHXRMQRTC-UHFFFAOYSA-N,CYP2C9,-66.9743,1
YXMJYAHXRMQRTC-UHFFFAOYSA-N,CYP2D6,0.6146,1
YXMJYAHXRMQRTC-UHFFFAOYSA-N,CYP3A4,-76.0245,1
YXNCZMRLZBQWNP-UHFFFAOYSA-N,CYP1A2,-93.7744,1
YXNCZMRLZBQWNP-UHFFFAOYSA-N,CYP2C9,-50.8517,1
YXNCZMRLZBQWNP-UHFFFAOYSA-N,CYP2D6,-79.8665,1
YXNCZMRLZBQWNP-UHFFFAOYSA-N,CYP3A4,-40.5068,1
YXNLKILMFJWHGA-UHFFFAOYSA-N,CYP1A2,-77.4944,1
YXNLKILMFJWHGA-UHFFFAOYSA-N,CYP2C9,-99.4814,1
YXNLKILMFJWHGA-UHFFFAOYSA-N,CYP2D6,1.6128,1
YXNLKILMFJWHGA-UHFFFAOYSA-N,CYP3A4,-98.4334,1
YXOHQILNFAPXOO-UHFFFAOYSA-N,CYP1A2,-95.1523,1
YXOHQILNFAPXOO-UHFFFAOYSA-N,CYP2C9,82.8399,1
YXOHQILNFAPXOO-UHFFFAOYSA-N,CYP2D6,-12.9324,1
YXOHQILNFAPXOO-UHFFFAOYSA-N,CYP3A4,-21.3736,1
YXOLMHKHPWNZJN-GQCTYLIASA-N,CYP1A2,-5.1873,1
YXOLMHKHPWNZJN-GQCTYLIASA-N,CYP2C9,-63.3326,1
YXOLMHKHPWNZJN-GQCTYLIASA-N,CYP2D6,2.7353,1
YXOLMHKHPWNZJN-GQCTYLIASA-N,CYP3A4,12.3822,1
YXPQVXIGAQQXOH-UHFFFAOYSA-N,CYP1A2,2.024,1
YXPQVXIGAQQXOH-UHFFFAOYSA-N,CYP2C9,-13.057,1
YXPQVXIGAQQXOH-UHFFFAOYSA-N,CYP2D6,-21.793,1
YXPQVXIGAQQXOH-UHFFFAOYSA-N,CYP3A4,-35.4586,1
YXPSFOLFJUQBTC-UHFFFAOYSA-N,CYP1A2,-49.46,1
YXPSFOLFJUQBTC-UHFFFAOYSA-N,CYP2C9,8.464,1
YXPSFOLFJUQBTC-UHFFFAOYSA-N,CYP2D6,-12.72,1
YXPSFOLFJUQBTC-UHFFFAOYSA-N,CYP3A4,-32.9587,1
YXPYYNPBEMOSRE-UHFFFAOYSA-N,CYP1A2,-27.72,1
YXPYYNPBEMOSRE-UHFFFAOYSA-N,CYP2C9,-56.5,1
YXPYYNPBEMOSRE-UHFFFAOYSA-N,CYP2D6,-72.85,1
